ACE,transitive_cnt,type_label,type,#type_instances,property,property_label,count,also_known,data_type,constraint_label_list,constraint_class_list,tail_cnt
Q1156895,491,nomination,Q1156895,14,P585,point in time,2,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q1156895,491,nomination,Q1156895,14,P8687,social media followers,3,"number of subscribers, number of followers, followers",http://wikiba.se/ontology#Quantity,,,{}
Q102252225,152,enrollment,Q102252225,10,P276,location,35,"place held, moveable object location, location of item, located in, located, is in, locale, in, based in, region, event location, venue, locality, neighborhood",http://wikiba.se/ontology#WikibaseItem,"['planet', 'orbit', 'mass media', 'park', 'soil', 'tissue', 'geographic region', 'organ system', 'Lagrangian point', 'geographical feature', 'organ', 'club', 'interior space', 'event', 'space', 'educational institution', 'fictional location', 'anatomical structure', 'part', 'location', 'venue', 'event venue', 'extremity', 'mythical place', 'geographic entity', 'shell of an astronomical object', 'everywhere']","['Q634', 'Q4130', 'Q11033', 'Q22698', 'Q36133', 'Q40397', 'Q82794', 'Q188193', 'Q190463', 'Q618123', 'Q712378', 'Q988108', 'Q1299240', 'Q1656682', 'Q2133296', 'Q2385804', 'Q3895768', 'Q4936952', 'Q15989253', 'Q17334923', 'Q17350442', 'Q18674739', 'Q20203388', 'Q24334893', 'Q27096213', 'Q47495022', 'Q89464513']","{'Q515': 4, 'Q5119': 4, 'Q1549591': 5, 'Q6784672': 2, 'Q843886': 1, 'Q902814': 1, 'Q16970': 4, 'Q56242215': 2, 'Q570116': 3, 'Q1200957': 1, 'Q2065736': 3, 'Q56242235': 1, 'Q2977': 3, 'Q79324274': 1, 'Q23413': 1, 'Q33506': 2, 'Q53536964': 1, 'Q19860854': 1, 'Q1637706': 2, 'Q1093829': 1, 'Q481289': 1, 'Q1802963': 1, 'Q52177058': 1, 'Q3284499': 2, 'Q8514': 1, 'Q56061': 1, 'Q7138926': 1, 'Q16831714': 1, 'Q16560': 2, 'Q84593401': 1, 'Q839954': 1, 'Q15661340': 1, 'Q1967454': 1, 'Q1060829': 1, 'Q210272': 1, 'Q174782': 1, 'Q682943': 1, 'Q41176': 2, 'Q5890494': 1, 'Q811979': 3, 'Q40357': 1, 'Q423208': 1, 'Q1558858': 1, 'Q1258086': 1, 'Q35989030': 1}"
Q102252225,152,enrollment,Q102252225,10,P585,point in time,34,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q102252225,152,enrollment,Q102252225,10,P17,country,36,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q6256': 27, 'Q41614': 1, 'Q3624078': 32, 'Q7270': 15, 'Q123480': 12, 'Q48349': 1, 'Q3024240': 4, 'Q681026': 1, 'Q26830017': 1, 'Q512187': 3, 'Q1489259': 1, 'Q1520223': 2, 'Q5255892': 1, 'Q179164': 3, 'Q63791824': 3, 'Q20181813': 1, 'Q859563': 1, 'Q43702': 2, 'Q619610': 3, 'Q4209223': 1, 'Q49892': 1, 'Q112099': 1, 'Q13107770': 1, 'Q202686': 1, 'Q223832': 1, 'Q6266': 2, 'Q51576574': 1}"
Q102252225,152,enrollment,Q102252225,10,P571,inception,7,"completed, created, introduced, founding date, establishment date, date of founding, date of establishment, established, formed in, introduction, formation, foundation, year written, year incorporated, year founded, year established, year created, year commenced, written on date, time of inception, time of foundation or creation, launched, launch date, inititated, incorporation date, incorporated on date, incorporated, inaugurated, founded on date, founded, foundation date, foundation / creation date, formed on date, formed at, formation date, first issue, established on date, dedication date, date of incorporation, date of foundation or creation, date of foundation, date of creation, date of commencement, date incorporated, date founded, date formed, date created, date constructed, date commenced, creation date, created on date, construction date, constructed, commencement date, commenced on date, built",http://wikiba.se/ontology#Time,,,{}
Q102252225,152,enrollment,Q102252225,10,P576,"dissolved, abolished or demolished date",6,"wound up on date, time of dissolution, time of abolishment, time dissolved, time abolished, folded, final year, final issue, dissolved, abolished, or demolished, dissolved or abolished, dissolved on date, dissolution date, disestablished, disbanded on, disbanded, destroyed in, demolition date, demolished, demise date, defunct date, date of dissolution, date of demolition, date dissolved, date disestablished, date disbanded, ceased to exist, ceased publication, abolishment date, abolished, closure date, closed on, defunct, ended, end date, dissolved",http://wikiba.se/ontology#Time,"['marriage', 'database', 'website', 'organization', 'administrative territorial entity', 'award', 'rule', 'position', 'concrete object', 'fictional entity', 'recurring event', 'human-geographic territorial entity', 'content rating category']","['Q8445', 'Q8513', 'Q35127', 'Q43229', 'Q56061', 'Q618779', 'Q1151067', 'Q4164871', 'Q4406616', 'Q14897293', 'Q15275719', 'Q15642541', 'Q23649976']",{}
Q152074,3,bankruptcy,Q152074,2,P585,point in time,1,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q152074,3,bankruptcy,Q152074,2,P1479,has contributing factor,1,"significant contributing factor, is/was indirectly caused by, indirectly caused by, indirect cause, has contributing factors, contributing factor",http://wikiba.se/ontology#WikibaseItem,,,{'Q290178': 1}
Q5282797,2,dissolution,Q5282797,2,P17,country,2,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q3624078': 1, 'Q188686': 1, 'Q2577883': 1, 'Q19953632': 1}"
Q5282797,2,dissolution,Q5282797,2,P580,start time,2,"starttime, starting, started in, start date, since, join time, join date, introduced, from time, from date, building date, beginning, began, from, introduction",http://wikiba.se/ontology#Time,,,{}
Q5282797,2,dissolution,Q5282797,2,P92,main regulatory text,1,"authorizing legislation, statutory authorization, statutory authority, legally established by, legal basis, key document, governing text, governing document, regulated by, bylaws, by-laws",http://wikiba.se/ontology#WikibaseItem,"['regulation', 'delegated legislation', 'statute', 'legal act', 'decree', 'service regulations', 'plan of management', 'committee directives']","['Q428148', 'Q694045', 'Q820655', 'Q1864008', 'Q2571972', 'Q4122445', 'Q45736416', 'Q98491862']",{'Q820655': 1}
Q5282797,2,dissolution,Q5282797,2,P582,end time,1,"till, stop time, left office, fall date, endtime, ends, enddate, end date, divorced, dissolved, completed in, closed, cease time, cease operation, cease date, ending, until, to",http://wikiba.se/ontology#Time,,,{}
Q5282797,2,dissolution,Q5282797,2,P797,authority,1,"issued by, issuer, has governing body, has authority, governing authority, governed by, executive authority, governing body",http://wikiba.se/ontology#WikibaseItem,,,{'Q865588': 1}
Q2296401,4,telephone call,Q2296401,2,P3342,significant person,8,"associated person, associated people, friends, friend, significant people, sign. person, person associated with the subject, notable person, notable people, key person, key people",http://wikiba.se/ontology#WikibaseItem,"['fictional character', 'person', 'mythical character']","['Q95074', 'Q215627', 'Q4271324']",{'Q5': 8}
Q2296401,4,telephone call,Q2296401,2,P710,participant,8,"suspect, player, participants, event participant, competitor, between, belligerents, attendee, party, accused, agent",http://wikiba.se/ontology#WikibaseItem,"['human', 'cooperative', 'system', 'coalition', 'project', 'interview', 'agreement', 'tournament', 'occurrence', 'process', 'sports competition', 'fictional event', 'group of humans', 'mythical event', 'race result', 'creative work season']","['Q5', 'Q4539', 'Q58778', 'Q124964', 'Q170584', 'Q178651', 'Q321839', 'Q500834', 'Q1190554', 'Q3249551', 'Q13406554', 'Q14136353', 'Q16334295', 'Q24336466', 'Q54933017', 'Q70990126']",{'Q5': 8}
Q2296401,4,telephone call,Q2296401,2,P276,location,2,"place held, moveable object location, location of item, located in, located, is in, locale, in, based in, region, event location, venue, locality, neighborhood",http://wikiba.se/ontology#WikibaseItem,"['planet', 'orbit', 'mass media', 'park', 'soil', 'tissue', 'geographic region', 'organ system', 'Lagrangian point', 'geographical feature', 'organ', 'club', 'interior space', 'event', 'space', 'educational institution', 'fictional location', 'anatomical structure', 'part', 'location', 'venue', 'event venue', 'extremity', 'mythical place', 'geographic entity', 'shell of an astronomical object', 'everywhere']","['Q634', 'Q4130', 'Q11033', 'Q22698', 'Q36133', 'Q40397', 'Q82794', 'Q188193', 'Q190463', 'Q618123', 'Q712378', 'Q988108', 'Q1299240', 'Q1656682', 'Q2133296', 'Q2385804', 'Q3895768', 'Q4936952', 'Q15989253', 'Q17334923', 'Q17350442', 'Q18674739', 'Q20203388', 'Q24334893', 'Q27096213', 'Q47495022', 'Q89464513']","{'Q5119': 1, 'Q1200957': 1, 'Q1637706': 1, 'Q5124045': 1, 'Q7930989': 1, 'Q51929311': 1, 'Q180516': 1, 'Q1772543': 1}"
Q2296401,4,telephone call,Q2296401,2,P585,point in time,4,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q2296401,4,telephone call,Q2296401,2,P1542,has effect,2,"led to, has symptom, has result, has outcome, causes, cause of, result, consequence, implies, effect, outcome",http://wikiba.se/ontology#WikibaseItem,,,"{'Q1255828': 1, 'Q1949797': 1}"
Q2296401,4,telephone call,Q2296401,2,P17,country,2,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q6256': 2, 'Q512187': 1, 'Q1489259': 1, 'Q1520223': 1, 'Q3624078': 2, 'Q5255892': 2, 'Q112099': 1, 'Q15634554': 1}"
Q2296401,4,telephone call,Q2296401,2,P1269,facet of,1,"topic of, subtopic of, subject in, subitem of, section in, main topic, aspect of",http://wikiba.se/ontology#WikibaseItem,,,{'Q1255828': 1}
Q2296401,4,telephone call,Q2296401,2,P2936,language used,1,"working languages, working language, languages used, medium of instruction, used language",http://wikiba.se/ontology#WikibaseItem,"['language family', 'dialect', 'language', 'dialect group', 'fictional language', 'logographic writing system']","['Q25295', 'Q33384', 'Q34770', 'Q1208380', 'Q2623733', 'Q3953107']","{'Q33742': 1, 'Q34770': 1, 'Q1288568': 1}"
Q2296401,4,telephone call,Q2296401,2,P2047,duration,2,"era, period, length, interval, time span, running time, running length, length of time, cook time, runtime, run time, timespan, time interval",http://wikiba.se/ontology#Quantity,"['work', 'service', 'occurrence', 'unit of time', 'process', 'era', 'temporal entity']","['Q386724', 'Q1067164', 'Q1190554', 'Q1790144', 'Q3249551', 'Q6428674', 'Q26907166']",{}
Q193078,118,injury,Q193078,12,P780,symptoms and signs,38,"has symptom, symptoms",http://wikiba.se/ontology#WikibaseItem,"['symptom', 'clinical sign', 'fictional entity']","['Q169872', 'Q1441305', 'Q14897293']","{'Q1441305': 4, 'Q2057971': 1, 'Q42014143': 1, 'Q60539481': 1, 'Q169872': 4, 'Q54928607': 2, 'Q30897648': 2, 'Q3955369': 2, 'Q1931388': 1, 'Q81938': 1, 'Q7189713': 1}"
Q193078,118,injury,Q193078,12,P276,location,13,"place held, moveable object location, location of item, located in, located, is in, locale, in, based in, region, event location, venue, locality, neighborhood",http://wikiba.se/ontology#WikibaseItem,"['planet', 'orbit', 'mass media', 'park', 'soil', 'tissue', 'geographic region', 'organ system', 'Lagrangian point', 'geographical feature', 'organ', 'club', 'interior space', 'event', 'space', 'educational institution', 'fictional location', 'anatomical structure', 'part', 'location', 'venue', 'event venue', 'extremity', 'mythical place', 'geographic entity', 'shell of an astronomical object', 'everywhere']","['Q634', 'Q4130', 'Q11033', 'Q22698', 'Q36133', 'Q40397', 'Q82794', 'Q188193', 'Q190463', 'Q618123', 'Q712378', 'Q988108', 'Q1299240', 'Q1656682', 'Q2133296', 'Q2385804', 'Q3895768', 'Q4936952', 'Q15989253', 'Q17334923', 'Q17350442', 'Q18674739', 'Q20203388', 'Q24334893', 'Q27096213', 'Q47495022', 'Q89464513']","{'Q3624078': 1, 'Q63791824': 1, 'Q12443800': 1, 'Q515': 1, 'Q1115575': 2, 'Q27104997': 1, 'Q3957': 1, 'Q839954': 2, 'Q3918': 1, 'Q16077796': 1, 'Q98658352': 1, 'Q486972': 1, 'Q79007': 2, 'Q174782': 2}"
Q193078,118,injury,Q193078,12,P17,country,12,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q6256': 9, 'Q112099': 2, 'Q202686': 2, 'Q1250464': 2, 'Q3624078': 12, 'Q20181813': 2, 'Q118365': 1, 'Q465613': 1, 'Q842112': 1, 'Q849866': 1, 'Q859563': 1, 'Q1520223': 3, 'Q15634554': 1, 'Q63791824': 2, 'Q7270': 5, 'Q512187': 2, 'Q5255892': 2, 'Q51576574': 3}"
Q193078,118,injury,Q193078,12,P585,point in time,13,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q193078,118,injury,Q193078,12,P828,has cause,5,"underlying cause, ultimate causes, ultimate cause, result of, outcome of, originated due to, initial cause, has underlying cause, has reason, has causes, had underlying cause, had reason, had cause, effect of, due to, caused by, because, cause, implied by, why, reason",http://wikiba.se/ontology#WikibaseItem,,,"{'Q11173': 2, 'Q81977867': 1, 'Q59199015': 1, 'Q193430': 1, 'Q17325781': 1, 'Q108936942': 1, 'Q56256173': 1}"
Q193078,118,injury,Q193078,12,P2239,first aid measures,5,first aid response,http://wikiba.se/ontology#WikibaseItem,['first aid'],['Q133981'],"{'Q35456': 1, 'Q179661': 1}"
Q193078,118,injury,Q193078,12,P1120,number of deaths,5,"qty fatalities, qty deaths, number of fatalities, fatalities, deaths, death toll, death number, death count, dead",http://wikiba.se/ontology#Quantity,"['occurrence', 'fictional event']","['Q1190554', 'Q14136353']",{}
Q193078,118,injury,Q193078,12,P533,target,3,"target of attack, military target, attack target",http://wikiba.se/ontology#WikibaseItem,"['military operation plan', 'military operation', 'attack', 'offense', 'massacre', 'failed attack']","['Q149377', 'Q645883', 'Q1174599', 'Q1456832', 'Q3199915', 'Q28945444']",{'Q5': 3}
Q193078,118,injury,Q193078,12,P1339,number of injured,3,"wounded, number injured, non-fatal injuries, injury toll, injuries, injured",http://wikiba.se/ontology#Quantity,"['occurrence', 'fictional event']","['Q1190554', 'Q14136353']",{}
Q193078,118,injury,Q193078,12,P710,participant,4,"suspect, player, participants, event participant, competitor, between, belligerents, attendee, party, accused, agent",http://wikiba.se/ontology#WikibaseItem,"['human', 'cooperative', 'system', 'coalition', 'project', 'interview', 'agreement', 'tournament', 'occurrence', 'process', 'sports competition', 'fictional event', 'group of humans', 'mythical event', 'race result', 'creative work season']","['Q5', 'Q4539', 'Q58778', 'Q124964', 'Q170584', 'Q178651', 'Q321839', 'Q500834', 'Q1190554', 'Q3249551', 'Q13406554', 'Q14136353', 'Q16334295', 'Q24336466', 'Q54933017', 'Q70990126']",{'Q5': 4}
Q193078,118,injury,Q193078,7,P1343,described by source,9,"written about in, source of item, reviewed in, mentioned in news article, described in source, described by reference work, described by obituary, described by encyclopedia, described by biography, entry, subject of",http://wikiba.se/ontology#WikibaseItem,"['book', 'biography', 'web page', 'concept', 'work', 'correspondence', 'version, edition, or translation', 'scientific book', 'list']","['Q571', 'Q36279', 'Q36774', 'Q151885', 'Q386724', 'Q1277575', 'Q3331189', 'Q7433672', 'Q12139612']","{'Q975413': 3, 'Q897755': 1, 'Q4423780': 1, 'Q1239328': 2, 'Q1525071': 2, 'Q3331189': 1, 'Q13442814': 2}"
Q193078,118,injury,Q193078,7,P1995,health specialty,7,"medical field, medical speciality, medical specialty",http://wikiba.se/ontology#WikibaseItem,"['disease', 'medical finding', 'fictional medical condition', 'medical procedure type']","['Q12136', 'Q639907', 'Q18596079', 'Q55214844']","{'Q930752': 6, 'Q11862829': 5, 'Q7574929': 1}"
Q193078,118,injury,Q193078,7,P923,medical examinations,4,"possible examinations, examinations",http://wikiba.se/ontology#WikibaseItem,['medical diagnosis'],['Q177719'],"{'Q55215251': 1, 'Q2671652': 2, 'Q931309': 1, 'Q1047113': 1}"
Q193078,118,injury,Q193078,7,P2176,drug or therapy used for treatment,2,"used for treatment, treated by, prescribed drug, treatment",http://wikiba.se/ontology#WikibaseItem,['medication'],['Q12140'],"{'Q55662747': 1, 'Q11173': 1, 'Q12140': 1, 'Q193430': 1}"
Q193078,118,injury,Q193078,7,P1542,has effect,1,"led to, has symptom, has result, has outcome, causes, cause of, result, consequence, implies, effect, outcome",http://wikiba.se/ontology#WikibaseItem,,,"{'Q169872': 1, 'Q2057971': 1}"
Q193078,118,injury,Q193078,7,P155,follows,2,"successor to, succeeds to, sequel of, previous is, previous element, prev, prequel is, comes after, before was, succeeds, preceded by, predecessor, split from",http://wikiba.se/ontology#WikibaseItem,,,"{'Q1301203': 2, 'Q3771751': 1, 'Q8016240': 1}"
Q193078,118,injury,Q193078,7,P3342,significant person,1,"associated person, associated people, friends, friend, significant people, sign. person, person associated with the subject, notable person, notable people, key person, key people",http://wikiba.se/ontology#WikibaseItem,"['fictional character', 'person', 'mythical character']","['Q95074', 'Q215627', 'Q4271324']",{'Q20643955': 1}
Q193078,118,injury,Q193078,7,P131,located in the administrative territorial entity,1,"locality, town, city, location (administrative territorial entity), located in the territorial entity, located in the administrative unit, located in the administrative territorial entity, located in administrative unit, is located in, is in the ward of, is in the voivodeship of, is in the village of, is in the town of, is in the territory of, is in the state of, is in the shire of, is in the settlement of, is in the rural city of, is in the region of, is in the province of, is in the principal area of, is in the prefecture of, is in the parish of, is in the municipality of, is in the local government area of, is in the Indian reserve of, is in the Indian reservation of, is in the district of, is in the department of, is in the county of, is in the commune of, is in the city of, is in the borough of, is in the arrondissement of, is in the administrative unit, is in the administrative region of, is in administrative unit, Indian reservation, in the administrative unit, in administrative unit, in, happens in, based in, administrative territory, region, state, territory, administrative territorial entity",http://wikiba.se/ontology#WikibaseItem,"['administrative territorial entity', 'fictional administrative territorial entity']","['Q56061', 'Q64034456']","{'Q5119': 1, 'Q174844': 1, 'Q183342': 1, 'Q1549591': 1, 'Q1637706': 1, 'Q4442912': 1, 'Q7930989': 1, 'Q51929311': 1}"
Q193078,118,injury,Q193078,7,P570,date of death,1,"deathdate, date of the end, year of death, died on, death date, death, dead, DOD",http://wikiba.se/ontology#Time,"['human', 'organism', 'fictional character', 'person', 'legendary figure', 'group of humans']","['Q5', 'Q7239', 'Q95074', 'Q215627', 'Q13002315', 'Q16334295']",{}
Q844482,4239,killing,Q844482,49,P585,point in time,2415,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
