ACE,transitive_cnt,type_label,type,#type_instances,property,property_label,count,also_known,data_type,constraint_label_list,constraint_class_list,tail_cnt
Q180684,56518,terrorist attack,Q2223653,558,P710,participant,181,"suspect, player, participants, event participant, competitor, between, belligerents, attendee, party, accused, agent",http://wikiba.se/ontology#WikibaseItem,"['human', 'cooperative', 'system', 'coalition', 'project', 'interview', 'agreement', 'tournament', 'occurrence', 'process', 'sports competition', 'fictional event', 'group of humans', 'mythical event', 'race result', 'creative work season']","['Q5', 'Q4539', 'Q58778', 'Q124964', 'Q170584', 'Q178651', 'Q321839', 'Q500834', 'Q1190554', 'Q3249551', 'Q13406554', 'Q14136353', 'Q16334295', 'Q24336466', 'Q54933017', 'Q70990126']","{'Q138796': 4, 'Q1530022': 11, 'Q7210356': 7, 'Q15627509': 9, 'Q17127659': 91, 'Q7278': 14, 'Q207320': 10, 'Q13406463': 1, 'Q17149090': 25, 'Q20642011': 4, 'Q131401': 11, 'Q7448178': 11, 'Q21512251': 11, 'Q1393724': 1, 'Q732717': 1, 'Q5': 50, 'Q477544': 1, 'Q879146': 1, 'Q772547': 1, 'Q33829': 1, 'Q41710': 1, 'Q252141': 4, 'Q43229': 1, 'Q2738074': 5, 'Q1323212': 1, 'Q2438715': 15, 'Q233591': 1, 'Q43791339': 1, 'Q35535': 1, 'Q204310': 1, 'Q1673189': 1, 'Q37726': 1}"
Q1174599,3631,terrorist attack,Q2223653,558,P361,part of,159,"merged with, merged into, contained within, chain, in, within, system of, subsystem of, subgroup of, subassembly of, section of, part of-property, meronym of, is part of, element of, component of, collateral branch of, cadet branch of, branch of, assembly of",http://wikiba.se/ontology#WikibaseItem,,,"{'Q1753200': 12, 'Q350604': 15, 'Q766875': 11, 'Q2223653': 16, 'Q8465': 14, 'Q1323212': 4, 'Q1190554': 2, 'Q124757': 6, 'Q180684': 24, 'Q273120': 6, 'Q217327': 2, 'Q750215': 4, 'Q898712': 2, 'Q138796': 1, 'Q3774758': 2, 'Q11514315': 1, 'Q74817647': 37, 'Q831663': 4, 'Q2001676': 4, 'Q198': 4, 'Q13406463': 4, 'Q13418847': 6, 'Q124734': 3, 'Q3002772': 2, 'Q1371150': 3, 'Q21480300': 3, 'Q467011': 1, 'Q151885': 1, 'Q11976924': 1, 'Q7283': 1, 'Q18711682': 1}"
Q180684,56518,terrorist attack,Q2223653,558,P361,part of,159,"merged with, merged into, contained within, chain, in, within, system of, subsystem of, subgroup of, subassembly of, section of, part of-property, meronym of, is part of, element of, component of, collateral branch of, cadet branch of, branch of, assembly of",http://wikiba.se/ontology#WikibaseItem,,,"{'Q1753200': 12, 'Q350604': 15, 'Q766875': 11, 'Q2223653': 16, 'Q8465': 14, 'Q1323212': 4, 'Q1190554': 2, 'Q124757': 6, 'Q180684': 24, 'Q273120': 6, 'Q217327': 2, 'Q750215': 4, 'Q898712': 2, 'Q138796': 1, 'Q3774758': 2, 'Q11514315': 1, 'Q74817647': 37, 'Q831663': 4, 'Q2001676': 4, 'Q198': 4, 'Q13406463': 4, 'Q13418847': 6, 'Q124734': 3, 'Q3002772': 2, 'Q1371150': 3, 'Q21480300': 3, 'Q467011': 1, 'Q151885': 1, 'Q11976924': 1, 'Q7283': 1, 'Q18711682': 1}"
Q1174599,3631,terrorist attack,Q2223653,558,P520,armament,151,"ship armament, armed with, wields, weapon",http://wikiba.se/ontology#WikibaseItem,"['weapon', 'tool', 'fictional weapon', 'artillery weapons']","['Q728', 'Q39546', 'Q15720870', 'Q25519785']","{'Q100434640': 12, 'Q15142889': 27, 'Q12796': 3, 'Q1678432': 3, 'Q22704163': 17, 'Q222405': 1, 'Q15142894': 2, 'Q282472': 1, 'Q12870': 3, 'Q11173': 2, 'Q407752': 1, 'Q64694492': 1, 'Q21073024': 1, 'Q12737077': 1, 'Q59773381': 1, 'Q15729598': 1, 'Q21546143': 1}"
Q180684,56518,terrorist attack,Q2223653,558,P520,armament,151,"ship armament, armed with, wields, weapon",http://wikiba.se/ontology#WikibaseItem,"['weapon', 'tool', 'fictional weapon', 'artillery weapons']","['Q728', 'Q39546', 'Q15720870', 'Q25519785']","{'Q100434640': 12, 'Q15142889': 27, 'Q12796': 3, 'Q1678432': 3, 'Q22704163': 17, 'Q222405': 1, 'Q15142894': 2, 'Q282472': 1, 'Q12870': 3, 'Q11173': 2, 'Q407752': 1, 'Q64694492': 1, 'Q21073024': 1, 'Q12737077': 1, 'Q59773381': 1, 'Q15729598': 1, 'Q21546143': 1}"
Q1174599,3631,terrorist attack,Q2223653,558,P421,located in time zone,121,"TZ, timezone, time, time zone",http://wikiba.se/ontology#WikibaseItem,['time zone'],['Q12143'],"{'Q6313217': 24, 'Q17272482': 64, 'Q12143': 40, 'Q4127125': 7, 'Q219919': 4, 'Q22676729': 2}"
Q180684,56518,terrorist attack,Q2223653,558,P421,located in time zone,121,"TZ, timezone, time, time zone",http://wikiba.se/ontology#WikibaseItem,['time zone'],['Q12143'],"{'Q6313217': 24, 'Q17272482': 64, 'Q12143': 40, 'Q4127125': 7, 'Q219919': 4, 'Q22676729': 2}"
Q1174599,3631,terrorist attack,Q2223653,558,P131,located in the administrative territorial entity,109,"locality, town, city, location (administrative territorial entity), located in the territorial entity, located in the administrative unit, located in the administrative territorial entity, located in administrative unit, is located in, is in the ward of, is in the voivodeship of, is in the village of, is in the town of, is in the territory of, is in the state of, is in the shire of, is in the settlement of, is in the rural city of, is in the region of, is in the province of, is in the principal area of, is in the prefecture of, is in the parish of, is in the municipality of, is in the local government area of, is in the Indian reserve of, is in the Indian reservation of, is in the district of, is in the department of, is in the county of, is in the commune of, is in the city of, is in the borough of, is in the arrondissement of, is in the administrative unit, is in the administrative region of, is in administrative unit, Indian reservation, in the administrative unit, in administrative unit, in, happens in, based in, administrative territory, region, state, territory, administrative territorial entity",http://wikiba.se/ontology#WikibaseItem,"['administrative territorial entity', 'fictional administrative territorial entity']","['Q56061', 'Q64034456']","{'Q1637706': 19, 'Q515': 41, 'Q692581': 10, 'Q3505887': 15, 'Q35657': 1, 'Q1549591': 33, 'Q2074737': 4, 'Q2264924': 5, 'Q33146843': 4, 'Q50330360': 7, 'Q51929311': 4, 'Q3957': 5, 'Q1200957': 1, 'Q12134916': 1, 'Q702842': 3, 'Q270496': 1, 'Q10864048': 3, 'Q15239622': 1, 'Q41067667': 1, 'Q17268368': 1, 'Q5119': 9, 'Q56061': 2, 'Q192611': 2, 'Q475050': 1, 'Q1094397': 1, 'Q1422929': 1, 'Q133442': 1, 'Q171441': 3, 'Q200250': 4, 'Q257391': 1, 'Q261543': 1, 'Q262882': 1, 'Q667509': 1, 'Q486972': 8, 'Q14192199': 1, 'Q14192234': 1, 'Q846327': 2, 'Q493522': 3, 'Q902814': 1, 'Q15273785': 2, 'Q15310171': 1, 'Q5327704': 1, 'Q57831': 1, 'Q1306755': 1, 'Q1901835': 1, 'Q15303838': 1, 'Q15344922': 1, 'Q89487741': 1, 'Q174844': 1, 'Q1907114': 1, 'Q11271835': 1, 'Q1710033': 1, 'Q16110': 1, 'Q134626': 1, 'Q1066984': 2, 'Q1180262': 1, 'Q1187811': 2, 'Q14784328': 2, 'Q42744322': 4, 'Q85631896': 1, 'Q1375749': 2, 'Q61980648': 1, 'Q20724701': 1, 'Q7897276': 1, 'Q2716259': 1, 'Q41162': 1, 'Q747074': 3, 'Q61763947': 2, 'Q62049': 1, 'Q2974552': 1, 'Q15284': 1, 'Q83640434': 2, 'Q192287': 1, 'Q7930989': 1, 'Q570116': 1, 'Q755017': 1, 'Q839954': 1, 'Q5153359': 2, 'Q7841907': 2, 'Q15978299': 2, 'Q3700011': 1, 'Q484170': 5, 'Q22927616': 1, 'Q38911': 1, 'Q548611': 1, 'Q7819319': 1, 'Q8452914': 1, 'Q12031379': 1, 'Q76007695': 1, 'Q76009696': 1, 'Q6465': 1, 'Q755707': 2, 'Q24764': 1, 'Q861184': 1, 'Q149621': 1, 'Q2881272': 1, 'Q9035798': 1, 'Q161387': 2, 'Q192299': 1, 'Q208511': 3, 'Q1093829': 3, 'Q15063611': 2, 'Q21507383': 1, 'Q27676416': 1, 'Q104782082': 1, 'Q5055981': 1, 'Q13220204': 2, 'Q36784': 1, 'Q856076': 1, 'Q101057139': 1, 'Q10545864': 1, 'Q532': 1, 'Q253030': 1, 'Q61708099': 1, 'Q3199141': 1, 'Q12479774': 1, 'Q158683': 1, 'Q1022469': 1}"
Q180684,56518,terrorist attack,Q2223653,558,P131,located in the administrative territorial entity,109,"locality, town, city, location (administrative territorial entity), located in the territorial entity, located in the administrative unit, located in the administrative territorial entity, located in administrative unit, is located in, is in the ward of, is in the voivodeship of, is in the village of, is in the town of, is in the territory of, is in the state of, is in the shire of, is in the settlement of, is in the rural city of, is in the region of, is in the province of, is in the principal area of, is in the prefecture of, is in the parish of, is in the municipality of, is in the local government area of, is in the Indian reserve of, is in the Indian reservation of, is in the district of, is in the department of, is in the county of, is in the commune of, is in the city of, is in the borough of, is in the arrondissement of, is in the administrative unit, is in the administrative region of, is in administrative unit, Indian reservation, in the administrative unit, in administrative unit, in, happens in, based in, administrative territory, region, state, territory, administrative territorial entity",http://wikiba.se/ontology#WikibaseItem,"['administrative territorial entity', 'fictional administrative territorial entity']","['Q56061', 'Q64034456']","{'Q1637706': 19, 'Q515': 41, 'Q692581': 10, 'Q3505887': 15, 'Q35657': 1, 'Q1549591': 33, 'Q2074737': 4, 'Q2264924': 5, 'Q33146843': 4, 'Q50330360': 7, 'Q51929311': 4, 'Q3957': 5, 'Q1200957': 1, 'Q12134916': 1, 'Q702842': 3, 'Q270496': 1, 'Q10864048': 3, 'Q15239622': 1, 'Q41067667': 1, 'Q17268368': 1, 'Q5119': 9, 'Q56061': 2, 'Q192611': 2, 'Q475050': 1, 'Q1094397': 1, 'Q1422929': 1, 'Q133442': 1, 'Q171441': 3, 'Q200250': 4, 'Q257391': 1, 'Q261543': 1, 'Q262882': 1, 'Q667509': 1, 'Q486972': 8, 'Q14192199': 1, 'Q14192234': 1, 'Q846327': 2, 'Q493522': 3, 'Q902814': 1, 'Q15273785': 2, 'Q15310171': 1, 'Q5327704': 1, 'Q57831': 1, 'Q1306755': 1, 'Q1901835': 1, 'Q15303838': 1, 'Q15344922': 1, 'Q89487741': 1, 'Q174844': 1, 'Q1907114': 1, 'Q11271835': 1, 'Q1710033': 1, 'Q16110': 1, 'Q134626': 1, 'Q1066984': 2, 'Q1180262': 1, 'Q1187811': 2, 'Q14784328': 2, 'Q42744322': 4, 'Q85631896': 1, 'Q1375749': 2, 'Q61980648': 1, 'Q20724701': 1, 'Q7897276': 1, 'Q2716259': 1, 'Q41162': 1, 'Q747074': 3, 'Q61763947': 2, 'Q62049': 1, 'Q2974552': 1, 'Q15284': 1, 'Q83640434': 2, 'Q192287': 1, 'Q7930989': 1, 'Q570116': 1, 'Q755017': 1, 'Q839954': 1, 'Q5153359': 2, 'Q7841907': 2, 'Q15978299': 2, 'Q3700011': 1, 'Q484170': 5, 'Q22927616': 1, 'Q38911': 1, 'Q548611': 1, 'Q7819319': 1, 'Q8452914': 1, 'Q12031379': 1, 'Q76007695': 1, 'Q76009696': 1, 'Q6465': 1, 'Q755707': 2, 'Q24764': 1, 'Q861184': 1, 'Q149621': 1, 'Q2881272': 1, 'Q9035798': 1, 'Q161387': 2, 'Q192299': 1, 'Q208511': 3, 'Q1093829': 3, 'Q15063611': 2, 'Q21507383': 1, 'Q27676416': 1, 'Q104782082': 1, 'Q5055981': 1, 'Q13220204': 2, 'Q36784': 1, 'Q856076': 1, 'Q101057139': 1, 'Q10545864': 1, 'Q532': 1, 'Q253030': 1, 'Q61708099': 1, 'Q3199141': 1, 'Q12479774': 1, 'Q158683': 1, 'Q1022469': 1}"
Q1174599,3631,terrorist attack,Q2223653,558,P8031,perpetrator,86,"wrong-doer, suicide bomber, perpetrated by, lead by, committed by, assailant, agressor, domestic terrorist, material author, perpetrators, offender, culprit, indirect perpetrator, thief, torturer, kidnapper, attacker, criminal perpetrator, contract killer, assassin, direct perpetrator, robber, killer, perp, victimiser, criminals, backpack bomber, accomplice, by, terrorist, spree killer, murderer, mass murderer, criminal, serial killer, bomber",http://wikiba.se/ontology#WikibaseItem,"['human', 'intelligence agency', 'criminal organization', 'fictional human', 'armed organization']","['Q5', 'Q47913', 'Q1788992', 'Q15632617', 'Q17149090']","{'Q17127659': 39, 'Q17149090': 9, 'Q131401': 2, 'Q7448178': 2, 'Q21512251': 2, 'Q5': 32, 'Q4456236': 2, 'Q43229': 1, 'Q207320': 1, 'Q1788992': 1, 'Q7278': 2, 'Q20642011': 1, 'Q252141': 3}"
Q180684,56518,terrorist attack,Q2223653,558,P8031,perpetrator,86,"wrong-doer, suicide bomber, perpetrated by, lead by, committed by, assailant, agressor, domestic terrorist, material author, perpetrators, offender, culprit, indirect perpetrator, thief, torturer, kidnapper, attacker, criminal perpetrator, contract killer, assassin, direct perpetrator, robber, killer, perp, victimiser, criminals, backpack bomber, accomplice, by, terrorist, spree killer, murderer, mass murderer, criminal, serial killer, bomber",http://wikiba.se/ontology#WikibaseItem,"['human', 'intelligence agency', 'criminal organization', 'fictional human', 'armed organization']","['Q5', 'Q47913', 'Q1788992', 'Q15632617', 'Q17149090']","{'Q17127659': 39, 'Q17149090': 9, 'Q131401': 2, 'Q7448178': 2, 'Q21512251': 2, 'Q5': 32, 'Q4456236': 2, 'Q43229': 1, 'Q207320': 1, 'Q1788992': 1, 'Q7278': 2, 'Q20642011': 1, 'Q252141': 3}"
Q685744,12,papal renunciation,Q3043499,1,P17,country,1,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q133442': 1, 'Q3624078': 1}"
Q685744,12,papal renunciation,Q3043499,1,P585,point in time,1,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q697327,105,class action,Q2783852,17,P17,country,11,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q6256': 11, 'Q512187': 8, 'Q1489259': 8, 'Q1520223': 8, 'Q3624078': 11, 'Q5255892': 8, 'Q112099': 1, 'Q202686': 2, 'Q1250464': 1, 'Q20181813': 1, 'Q43702': 1, 'Q223832': 1}"
Q697327,105,class action,Q2783852,17,P571,inception,3,"completed, created, introduced, founding date, establishment date, date of founding, date of establishment, established, formed in, introduction, formation, foundation, year written, year incorporated, year founded, year established, year created, year commenced, written on date, time of inception, time of foundation or creation, launched, launch date, inititated, incorporation date, incorporated on date, incorporated, inaugurated, founded on date, founded, foundation date, foundation / creation date, formed on date, formed at, formation date, first issue, established on date, dedication date, date of incorporation, date of foundation or creation, date of foundation, date of creation, date of commencement, date incorporated, date founded, date formed, date created, date constructed, date commenced, creation date, created on date, construction date, constructed, commencement date, commenced on date, built",http://wikiba.se/ontology#Time,,,{}
Q697327,105,class action,Q2783852,17,P710,participant,3,"suspect, player, participants, event participant, competitor, between, belligerents, attendee, party, accused, agent",http://wikiba.se/ontology#WikibaseItem,"['human', 'cooperative', 'system', 'coalition', 'project', 'interview', 'agreement', 'tournament', 'occurrence', 'process', 'sports competition', 'fictional event', 'group of humans', 'mythical event', 'race result', 'creative work season']","['Q5', 'Q4539', 'Q58778', 'Q124964', 'Q170584', 'Q178651', 'Q321839', 'Q500834', 'Q1190554', 'Q3249551', 'Q13406554', 'Q14136353', 'Q16334295', 'Q24336466', 'Q54933017', 'Q70990126']","{'Q17156793': 1, 'Q15991290': 1, 'Q5': 1}"
Q697327,105,class action,Q2783852,17,P1001,applies to jurisdiction,2,"applies to region, applies to geographic place, applies to geographic area, applies to area, valid in jurisdiction, of jurisdiction, linked to jurisdiction, country of jurisdiction, belongs to jurisdiction, applies to territorial jurisdiction, applied to jurisdiction, jurisdiction, applies to place",http://wikiba.se/ontology#WikibaseItem,"['university', 'government', 'political party', 'public administration', 'Christian Church', 'port', 'administrative territorial entity', 'geographic region', 'political territorial entity', 'district of New Zealand', 'First Nation band', 'sovereign state', 'fictional location', 'jurisdiction', 'legal proceeding', 'religious administrative territorial entity', 'geographic entity', 'country in a fiction work']","['Q3918', 'Q7188', 'Q7278', 'Q31728', 'Q34651', 'Q44782', 'Q56061', 'Q82794', 'Q1048835', 'Q2881272', 'Q2882257', 'Q3624078', 'Q3895768', 'Q5982983', 'Q6087062', 'Q20926517', 'Q27096213', 'Q57662985']","{'Q6256': 1, 'Q112099': 1, 'Q202686': 1, 'Q1250464': 1, 'Q3624078': 1, 'Q20181813': 1, 'Q56061': 1, 'Q1048835': 1}"
Q697327,105,class action,Q2783852,17,P4884,court,2,,http://wikiba.se/ontology#WikibaseItem,['tribunal'],['Q1412224'],"{'Q614305': 2, 'Q2577005': 2, 'Q4959031': 1}"
Q4,4154,homicide,Q149086,181,P585,point in time,149,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q844482,4239,homicide,Q149086,181,P585,point in time,149,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q4,4154,homicide,Q149086,181,P17,country,144,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q6256': 139, 'Q112099': 33, 'Q3624078': 139, 'Q512187': 50, 'Q1489259': 42, 'Q1520223': 47, 'Q41614': 2, 'Q123480': 3, 'Q5255892': 44, 'Q179164': 7, 'Q63791824': 8, 'Q20181813': 1, 'Q15304003': 3, 'Q7270': 8, 'Q51576574': 8, 'Q859563': 3, 'Q4209223': 4, 'Q43702': 6, 'Q619610': 1, 'Q6266': 5, 'Q202686': 6, 'Q223832': 5, 'Q465613': 1, 'Q3024240': 1, 'Q1323642': 1, 'Q48349': 1, 'Q611214': 1, 'Q15634554': 1}"
Q844482,4239,homicide,Q149086,181,P17,country,144,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q6256': 139, 'Q112099': 33, 'Q3624078': 139, 'Q512187': 50, 'Q1489259': 42, 'Q1520223': 47, 'Q41614': 2, 'Q123480': 3, 'Q5255892': 44, 'Q179164': 7, 'Q63791824': 8, 'Q20181813': 1, 'Q15304003': 3, 'Q7270': 8, 'Q51576574': 8, 'Q859563': 3, 'Q4209223': 4, 'Q43702': 6, 'Q619610': 1, 'Q6266': 5, 'Q202686': 6, 'Q223832': 5, 'Q465613': 1, 'Q3024240': 1, 'Q1323642': 1, 'Q48349': 1, 'Q611214': 1, 'Q15634554': 1}"
