class	superclass
Q44854	Q61961344
Q44854	Q16887380
Q44854	Q58415929
Q44854	Q52948
Q44854	Q602884
Q44854	Q921513
Q44854	Q49447
Q44854	Q49773
Q44854	Q5389993
Q44854	Q9332
Q44854	Q769620
Q44854	Q488383
Q44854	Q99527517
Q44854	Q7048977
Q44854	Q28813620
Q44854	Q35120
Q44854	Q98119401
Q44854	Q5390013
Q44854	Q12558574
Q44854	Q71966963
Q44854	Q203764
Q44854	Q4026292
Q44854	Q483247
Q44854	Q2990593
Q44854	Q22294683
Q44854	Q17737
Q44854	Q117850
Q44854	Q151885
Q44854	Q2620826
Q44854	Q2684591
Q44854	Q3962655
Q44854	Q26256810
Q44854	Q1283504
Q44854	Q188572
Q44854	Q2996394
Q44854	Q595523
Q44854	Q2145290
Q44854	Q22269697
Q44854	Q1347367
Q44854	Q42848
Q44854	Q34394
Q44854	Q1773152
Q44854	Q4393498
Q44854	Q965415
Q44854	Q94535766
Q44854	Q108163
Q44854	Q3249551
Q44854	Q13878858
Q44854	Q64732777
Q44854	Q20742825
Q44854	Q54989186
Q44854	Q246672
Q44854	Q474328
Q44854	Q258403
Q44854	Q4374347
Q44854	Q25481968
Q44854	Q1207505
Q44854	Q1150070
Q44854	Q67518978
Q44854	Q930933
Q44854	Q16686448
Q44854	Q1166770
Q44854	Q11024
Q44854	Q41796
Q44854	Q386724
Q44854	Q937228
Q44854	Q451967
Q44854	Q813912
Q44854	Q6031064
Q44854	Q1786828
Q44854	Q9380010
Q44854	Q15916540
Q44854	Q15401930
Q44854	Q61788060
Q44854	Q3505845
Q44854	Q5371079
Q44854	Q23009552
Q44854	Q1150771
Q44854	Q183046
Q44854	Q20817253
Q44854	Q3769299
Q44854	Q16877783
Q44854	Q2995644
Q44854	Q16889133
Q44854	Q29651519
Q44854	Q23009675
Q44854	Q30241068
Q44854	Q17988854
Q93190	Q93190
Q93190	Q322451
Q93190	Q18511800
Q93190	Q18603731
Q93190	Q22087155
Q93190	Q100926628
Q93190	Q2305441
Q93190	Q12047513
Q93190	Q451967
Q93190	Q3249551
Q93190	Q2574811
Q93190	Q89783143
Q93190	Q61788060
Q93190	Q483247
Q93190	Q31464082
Q93190	Q1150070
Q93190	Q20937557
Q93190	Q67518978
Q93190	Q2996394
Q93190	Q12047512
Q93190	Q188572
Q93190	Q1190554
Q93190	Q13878858
Q93190	Q64732777
Q93190	Q16722960
Q93190	Q16887380
Q93190	Q488383
Q93190	Q1914636
Q93190	Q3769299
Q93190	Q35120
Q93190	Q42848
Q93190	Q2684591
Q93190	Q26907166
Q93190	Q9332
Q93190	Q28813620
Q93190	Q11028
Q93190	Q108163
Q93190	Q58415929
Q93190	Q99527517
Q93190	Q7184903
Q93190	Q246672
Q93190	Q474328
Q93190	Q41796
Q93190	Q7048977
Q93190	Q1786828
Q93190	Q9380010
Q93190	Q15916540
Q93190	Q5371079
Q93190	Q628523
Q93190	Q183046
Q93190	Q20817253
Q93190	Q16877783
Q93190	Q16889133
Q93190	Q29651519
Q5264406	Q5264406
Q5264406	Q1156895
Q5264406	Q1190554
Q5264406	Q2684591
Q5264406	Q26907166
Q5264406	Q108163
Q5264406	Q11028
Q5264406	Q246672
Q5264406	Q474328
Q5264406	Q58415929
Q5264406	Q7184903
Q5264406	Q41796
Q5264406	Q35120
Q5264406	Q1786828
Q5264406	Q9380010
Q5264406	Q15916540
Q5264406	Q488383
Q5264406	Q7048977
Q5264406	Q5371079
Q5264406	Q628523
Q5264406	Q183046
Q5264406	Q20817253
Q5264406	Q16877783
Q5264406	Q16889133
Q5264406	Q29651519
Q5264406	Q99527517
Q273976	Q273976
Q273976	Q645883
Q273976	Q1190554
Q273976	Q28972820
Q273976	Q26907166
Q273976	Q1150070
Q273976	Q3249551
Q273976	Q20937557
Q273976	Q67518978
Q273976	Q58415929
Q273976	Q16887380
Q273976	Q35120
Q273976	Q28813620
Q273976	Q99527517
Q811367	Q811367
Q811367	Q337060
Q811367	Q17853087
Q811367	Q223557
Q811367	Q35120
Q811367	Q1190554
Q811367	Q4406616
Q811367	Q35459920
Q811367	Q26907166
Q811367	Q488383
Q811367	Q58415929
Q25906438	Q25906438
Q25906438	Q29142
Q25906438	Q45382
Q25906438	Q124734
Q25906438	Q930164
Q25906438	Q83267
Q25906438	Q12897867
Q25906438	Q1673271
Q25906438	Q180684
Q25906438	Q13418847
Q25906438	Q878249
Q25906438	Q1190554
Q25906438	Q1503443
Q25906438	Q1456832
Q25906438	Q839578
Q25906438	Q43229
Q25906438	Q26907166
Q25906438	Q100171002
Q25906438	Q1656682
Q25906438	Q22087155
Q25906438	Q23009439
Q25906438	Q4026292
Q25906438	Q110227435
Q25906438	Q6671777
Q25906438	Q16334295
Q25906438	Q106559804
Q25906438	Q106668099
Q25906438	Q609298
Q25906438	Q3537603
Q25906438	Q6765918
Q25906438	Q2574811
Q25906438	Q1150070
Q25906438	Q3249551
Q25906438	Q99632598
Q25906438	Q58415929
Q25906438	Q30028999
Q25906438	Q52948
Q25906438	Q602884
Q25906438	Q921513
Q25906438	Q31464082
Q25906438	Q20937557
Q25906438	Q67518978
Q25906438	Q567555
Q25906438	Q99527517
Q25906438	Q1914636
Q25906438	Q16334298
Q25906438	Q367293
Q25906438	Q35120
Q25906438	Q24229398
Q25906438	Q28813620
Q25906438	Q104493
Q25906438	Q849149
Q25906438	Q483247
Q25906438	Q9332
Q25906438	Q2990593
Q25906438	Q22294683
Q25906438	Q61961344
Q25906438	Q16887380
Q25906438	Q488383
Q25906438	Q21170479
Q25906438	Q188572
Q25906438	Q29896155
Q25906438	Q2996394
Q25906438	Q22269697
Q25906438	Q98119401
Q25906438	Q42848
Q25906438	Q2684591
Q25906438	Q13878858
Q25906438	Q64732777
Q25906438	Q1207505
Q25906438	Q10862449
Q25906438	Q55091441
Q25906438	Q11028
Q25906438	Q937228
Q25906438	Q108163
Q25906438	Q36161
Q25906438	Q930933
Q25906438	Q2995644
Q25906438	Q7184903
Q25906438	Q217594
Q25906438	Q864377
Q25906438	Q5469988
Q25906438	Q246672
Q25906438	Q474328
Q25906438	Q30241068
Q25906438	Q16889133
Q25906438	Q41796
Q25906438	Q4393498
Q25906438	Q7048977
Q25906438	Q1786828
Q25906438	Q9380010
Q25906438	Q15916540
Q25906438	Q16686448
Q25906438	Q5371079
Q25906438	Q628523
Q25906438	Q183046
Q25906438	Q20817253
Q25906438	Q16877783
Q25906438	Q29651519
Q4688003	Q4688003
Q4688003	Q678146
Q4688003	Q841418
Q4688003	Q2380335
Q4688003	Q645883
Q4688003	Q1174599
Q4688003	Q1931388
Q4688003	Q2001676
Q4688003	Q76370269
Q4688003	Q1190554
Q4688003	Q28972820
Q4688003	Q124490
Q4688003	Q4026292
Q4688003	Q2574811
Q4688003	Q71266556
Q4688003	Q471145
Q4688003	Q1456832
Q4688003	Q1914636
Q4688003	Q627716
Q4688003	Q12786121
Q4688003	Q26907166
Q4688003	Q31464082
Q4688003	Q1150070
Q4688003	Q3249551
Q4688003	Q1920219
Q4688003	Q61788060
Q4688003	Q765633
Q4688003	Q3537603
Q4688003	Q6765918
Q4688003	Q20937557
Q4688003	Q621184
Q4688003	Q67518978
Q4688003	Q58415929
Q4688003	Q488383
Q4688003	Q3769299
Q4688003	Q35120
Q4688003	Q813912
Q4688003	Q451967
Q4688003	Q107290157
Q4688003	Q567555
Q4688003	Q9332
Q4688003	Q16887380
Q4688003	Q104493
Q4688003	Q849149
Q4688003	Q3505845
Q4688003	Q28813620
Q4688003	Q21170479
Q4688003	Q29896155
Q4688003	Q483247
Q4688003	Q937228
Q4688003	Q99527517
Q4688003	Q188572
Q4688003	Q1207505
Q4688003	Q10862449
Q4688003	Q55091441
Q4688003	Q42848
Q4688003	Q2684591
Q4688003	Q36161
Q4688003	Q930933
Q4688003	Q2995644
Q4688003	Q217594
Q4688003	Q864377
Q4688003	Q5469988
Q4688003	Q11028
Q4688003	Q7184903
Q4688003	Q108163
Q4688003	Q30241068
Q4688003	Q246672
Q4688003	Q474328
Q4688003	Q16889133
Q4688003	Q4393498
Q4688003	Q7048977
Q4688003	Q41796
Q4688003	Q16686448
Q4688003	Q1786828
Q4688003	Q9380010
Q4688003	Q15916540
Q4688003	Q5371079
Q4688003	Q628523
Q4688003	Q183046
Q4688003	Q20817253
Q4688003	Q16877783
Q4688003	Q29651519
Q831663	Q831663
Q831663	Q149377
Q831663	Q180684
Q831663	Q645883
Q831663	Q18812548
Q831663	Q1371819
Q831663	Q839578
Q831663	Q1190554
Q831663	Q28972820
Q831663	Q609298
Q831663	Q26907166
Q831663	Q7184903
Q831663	Q1150070
Q831663	Q3249551
Q831663	Q52948
Q831663	Q602884
Q831663	Q921513
Q831663	Q20937557
Q831663	Q67518978
Q831663	Q488383
Q831663	Q7048977
Q831663	Q58415929
Q831663	Q4026292
Q831663	Q35120
Q831663	Q483247
Q831663	Q9332
Q831663	Q2990593
Q831663	Q22294683
Q831663	Q16887380
Q831663	Q1914636
Q831663	Q188572
Q831663	Q2996394
Q831663	Q28813620
Q831663	Q22269697
Q831663	Q42848
Q831663	Q2684591
Q831663	Q13878858
Q831663	Q64732777
Q831663	Q99527517
Q831663	Q11028
Q831663	Q108163
Q831663	Q246672
Q831663	Q474328
Q831663	Q41796
Q831663	Q1786828
Q831663	Q9380010
Q831663	Q15916540
Q831663	Q5371079
Q831663	Q628523
Q831663	Q183046
Q831663	Q20817253
Q831663	Q16877783
Q831663	Q16889133
Q831663	Q29651519
Q2296401	Q2296401
Q2296401	Q11024
Q2296401	Q921513
Q2296401	Q6031064
Q2296401	Q9332
Q2296401	Q2990593
Q2296401	Q22294683
Q2296401	Q52948
Q2296401	Q23009552
Q2296401	Q1914636
Q2296401	Q4026292
Q2296401	Q2996394
Q2296401	Q22269697
Q2296401	Q23009675
Q2296401	Q1190554
Q2296401	Q20937557
Q2296401	Q3249551
Q2296401	Q13878858
Q2296401	Q64732777
Q2296401	Q17988854
Q2296401	Q26907166
Q2296401	Q1150070
Q2296401	Q67518978
Q2296401	Q16887380
Q2296401	Q483247
Q2296401	Q188572
Q2296401	Q28813620
Q2296401	Q58415929
Q2296401	Q35120
Q2296401	Q42848
Q2296401	Q2684591
Q2296401	Q99527517
Q2296401	Q11028
Q2296401	Q108163
Q2296401	Q7184903
Q2296401	Q246672
Q2296401	Q474328
Q2296401	Q41796
Q2296401	Q488383
Q2296401	Q7048977
Q2296401	Q1786828
Q2296401	Q9380010
Q2296401	Q15916540
Q2296401	Q5371079
Q2296401	Q628523
Q2296401	Q183046
Q2296401	Q20817253
Q2296401	Q16877783
Q2296401	Q16889133
Q2296401	Q29651519
Q11079230	Q11079230
Q11079230	Q124757
Q11079230	Q273120
Q11079230	Q686984
Q11079230	Q180684
Q11079230	Q628523
Q11079230	Q1190554
Q11079230	Q1914636
Q11079230	Q7897387
Q11079230	Q839578
Q11079230	Q11028
Q11079230	Q26907166
Q11079230	Q20937557
Q11079230	Q2672648
Q11079230	Q3482410
Q11079230	Q7184903
Q11079230	Q609298
Q11079230	Q921513
Q11079230	Q16887380
Q11079230	Q58415929
Q11079230	Q52948
Q11079230	Q602884
Q11079230	Q9332
Q11079230	Q2990593
Q11079230	Q22294683
Q11079230	Q488383
Q11079230	Q7048977
Q11079230	Q28813620
Q11079230	Q35120
Q11079230	Q4026292
Q11079230	Q483247
Q11079230	Q2996394
Q11079230	Q22269697
Q11079230	Q99527517
Q11079230	Q188572
Q11079230	Q3249551
Q11079230	Q13878858
Q11079230	Q64732777
Q11079230	Q42848
Q11079230	Q2684591
Q11079230	Q1150070
Q11079230	Q67518978
Q11079230	Q108163
Q11079230	Q246672
Q11079230	Q474328
Q11079230	Q41796
Q11079230	Q1786828
Q11079230	Q9380010
Q11079230	Q15916540
Q11079230	Q5371079
Q11079230	Q183046
Q11079230	Q20817253
Q11079230	Q16877783
Q11079230	Q16889133
Q11079230	Q29651519
Q3002150	Q3002150
Q3002150	Q744913
Q3002150	Q11822042
Q3002150	Q108284447
Q3002150	Q171558
Q3002150	Q43339602
Q3002150	Q65091757
Q3002150	Q5070802
Q3002150	Q18669875
Q3002150	Q2141565
Q3002150	Q1132455
Q3002150	Q5422048
Q3002150	Q86923152
Q3002150	Q813912
Q3002150	Q1190554
Q3002150	Q3505845
Q3002150	Q26907166
Q3002150	Q104493
Q3002150	Q18603648
Q3002150	Q31464082
Q3002150	Q21170479
Q3002150	Q483247
Q3002150	Q937228
Q3002150	Q1207505
Q3002150	Q58415929
Q3002150	Q488383
Q3002150	Q188572
Q3002150	Q35120
Q3002150	Q42848
Q3002150	Q2684591
Q3002150	Q11028
Q3002150	Q108163
Q3002150	Q7184903
Q3002150	Q246672
Q3002150	Q474328
Q3002150	Q41796
Q3002150	Q7048977
Q3002150	Q1786828
Q3002150	Q9380010
Q3002150	Q15916540
Q3002150	Q5371079
Q3002150	Q628523
Q3002150	Q183046
Q3002150	Q20817253
Q3002150	Q16877783
Q3002150	Q16889133
Q3002150	Q29651519
Q3002150	Q99527517
Q194465	Q194465
Q194465	Q1190554
Q194465	Q85249348
Q194465	Q26907166
Q194465	Q1150070
Q194465	Q58415929
Q194465	Q35120
Q3117735	Q3117735
Q3117735	Q43229
Q3117735	Q2761147
Q3117735	Q7251376
Q3117735	Q6671777
Q3117735	Q16334295
Q3117735	Q106559804
Q3117735	Q106668099
Q3117735	Q1656682
Q3117735	Q2142347
Q3117735	Q1190554
Q3117735	Q186290
Q3117735	Q2574811
Q3117735	Q18603648
Q3117735	Q99527517
Q3117735	Q16334298
Q3117735	Q24229398
Q3117735	Q930933
Q3117735	Q26907166
Q3117735	Q31464082
Q3117735	Q61961344
Q3117735	Q813912
Q3117735	Q1207505
Q3117735	Q488383
Q3117735	Q35120
Q3117735	Q3505845
Q3117735	Q7184903
Q3117735	Q937228
Q3117735	Q58415929
Q3117735	Q98119401
Q3117735	Q483247
Q3117735	Q7048977
Q3117735	Q188572
Q3117735	Q42848
Q3117735	Q2684591
Q3117735	Q11028
Q3117735	Q108163
Q3117735	Q246672
Q3117735	Q474328
Q3117735	Q41796
Q3117735	Q1786828
Q3117735	Q9380010
Q3117735	Q15916540
Q3117735	Q5371079
Q3117735	Q628523
Q3117735	Q183046
Q3117735	Q20817253
Q3117735	Q16877783
Q3117735	Q16889133
Q3117735	Q29651519
Q3817498	Q3817498
Q3817498	Q207645
Q3817498	Q2000344
Q3817498	Q1799072
Q3817498	Q2695280
Q3817498	Q16686448
Q3817498	Q104637332
Q3817498	Q1914636
Q3817498	Q3249551
Q3817498	Q12894677
Q3817498	Q488383
Q3817498	Q67518233
Q3817498	Q35120
Q3817498	Q1190554
Q3817498	Q20937557
Q3817498	Q1150070
Q3817498	Q67518978
Q3817498	Q2574811
Q3817498	Q4026292
Q3817498	Q26907166
Q3817498	Q31464082
Q3817498	Q16887380
Q3817498	Q28813620
Q3817498	Q58415929
Q3817498	Q99527517
Q1148747	Q1148747
Q1148747	Q1166072
Q1148747	Q7831917
Q1148747	Q601401
Q1148747	Q23009552
Q1148747	Q268592
Q1148747	Q23009675
Q1148747	Q58778
Q1148747	Q52948
Q1148747	Q17988854
Q1148747	Q4026292
Q1148747	Q6671777
Q1148747	Q9332
Q1148747	Q1150070
Q1148747	Q1914636
Q1148747	Q1190554
Q1148747	Q99527517
Q1148747	Q26907166
Q1148747	Q20937557
Q1148747	Q35120
Q1148747	Q16887380
Q1148747	Q58415929
Q1148747	Q28813620
Q114953	Q114953
Q114953	Q1064904
Q114953	Q3249551
Q114953	Q26897695
Q114953	Q54930906
Q114953	Q193078
Q114953	Q481609
Q114953	Q1150070
Q114953	Q20937557
Q114953	Q67518978
Q114953	Q1475848
Q114953	Q3751709
Q114953	Q2057971
Q114953	Q47496130
Q114953	Q1190554
Q114953	Q1789452
Q114953	Q2142347
Q114953	Q5850078
Q114953	Q18603648
Q114953	Q64705767
Q114953	Q12136
Q114953	Q25383952
Q114953	Q16887380
Q114953	Q35120
Q114953	Q567555
Q114953	Q2996394
Q114953	Q26907166
Q114953	Q194112
Q114953	Q1207505
Q114953	Q7189713
Q114953	Q186290
Q114953	Q2574811
Q114953	Q11190
Q114953	Q156318
Q114953	Q28813620
Q114953	Q813912
Q114953	Q843601
Q114953	Q930933
Q114953	Q211364
Q114953	Q104493
Q114953	Q849149
Q114953	Q3505845
Q114953	Q937228
Q114953	Q31464082
Q114953	Q13878858
Q114953	Q64732777
Q114953	Q58415929
Q114953	Q99527517
Q114953	Q21170479
Q114953	Q17736
Q114953	Q1151067
Q114953	Q6671777
Q114953	Q28797
Q114953	Q29896155
Q114953	Q7184903
Q114953	Q483247
Q114953	Q488383
Q114953	Q108163
Q114953	Q536351
Q114953	Q2684591
Q114953	Q336
Q114953	Q188572
Q114953	Q628523
Q114953	Q16686448
Q114953	Q7048977
Q114953	Q10862449
Q114953	Q55091441
Q114953	Q105948247
Q114953	Q11028
Q114953	Q246672
Q114953	Q474328
Q114953	Q42848
Q114953	Q16889133
Q114953	Q36161
Q114953	Q2995644
Q114953	Q217594
Q114953	Q864377
Q114953	Q5469988
Q114953	Q41796
Q114953	Q30241068
Q114953	Q9081
Q114953	Q58778
Q114953	Q104127086
Q114953	Q1786828
Q114953	Q9380010
Q114953	Q15916540
Q114953	Q4393498
Q114953	Q5371079
Q114953	Q183046
Q114953	Q20817253
Q114953	Q12488383
Q114953	Q16877783
Q114953	Q29651519
Q2235325	Q2235325
Q2235325	Q11549517
Q2235325	Q11822042
Q2235325	Q171558
Q2235325	Q43339602
Q2235325	Q65091757
Q2235325	Q18669875
Q2235325	Q1132455
Q2235325	Q5422048
Q2235325	Q86923152
Q2235325	Q1190554
Q2235325	Q26907166
Q2235325	Q104493
Q2235325	Q18603648
Q2235325	Q31464082
Q2235325	Q21170479
Q2235325	Q813912
Q2235325	Q1207505
Q2235325	Q58415929
Q2235325	Q488383
Q2235325	Q35120
Q2235325	Q3505845
Q2235325	Q937228
Q2235325	Q483247
Q2235325	Q188572
Q2235325	Q42848
Q2235325	Q2684591
Q2235325	Q11028
Q2235325	Q108163
Q2235325	Q7184903
Q2235325	Q246672
Q2235325	Q474328
Q2235325	Q41796
Q2235325	Q7048977
Q2235325	Q1786828
Q2235325	Q9380010
Q2235325	Q15916540
Q2235325	Q5371079
Q2235325	Q628523
Q2235325	Q183046
Q2235325	Q20817253
Q2235325	Q16877783
Q2235325	Q16889133
Q2235325	Q29651519
Q2235325	Q99527517
Q1062856	Q1062856
Q1062856	Q205892
Q1062856	Q11483816
Q1062856	Q573
Q1062856	Q186408
Q1062856	Q15275719
Q1062856	Q186081
Q1062856	Q44946
Q1062856	Q1656682
Q1062856	Q12044624
Q1062856	Q211548
Q1062856	Q379825
Q1062856	Q1801244
Q1062856	Q36809769
Q1062856	Q937228
Q1062856	Q26907166
Q1062856	Q1190554
Q1062856	Q67518233
Q1062856	Q36161
Q1062856	Q5358816
Q1062856	Q35120
Q1062856	Q1191433
Q1062856	Q58415929
Q1062856	Q15989253
Q1062856	Q3249551
Q1062856	Q67518978
Q1062856	Q217594
Q1062856	Q864377
Q1062856	Q5469988
Q1062856	Q1193403
Q1062856	Q1150070
Q1062856	Q20937557
Q1062856	Q1948412
Q1062856	Q246672
Q1062856	Q16889133
Q1062856	Q179899
Q1062856	Q370502
Q1062856	Q4393498
Q1062856	Q16887380
Q1062856	Q472971
Q1062856	Q7184903
Q1062856	Q11348
Q1062856	Q930933
Q1062856	Q16686448
Q1062856	Q28813620
Q1062856	Q99527517
Q1062856	Q130901
Q1062856	Q629085
Q1062856	Q1756942
Q1062856	Q488383
Q1062856	Q7048977
Q1062856	Q203066
Q1062856	Q54940067
Q3118325	Q3118325
Q3118325	Q537151
Q3118325	Q327197
Q3118325	Q451967
Q3118325	Q1864008
Q3118325	Q61788060
Q3118325	Q1856757
Q3118325	Q2135540
Q3118325	Q15621286
Q3118325	Q188572
Q3118325	Q386724
Q3118325	Q1914636
Q3118325	Q3769299
Q3118325	Q42848
Q3118325	Q2684591
Q3118325	Q15401930
Q3118325	Q1190554
Q3118325	Q20937557
Q3118325	Q9332
Q3118325	Q11028
Q3118325	Q26907166
Q3118325	Q108163
Q3118325	Q1150771
Q3118325	Q16686448
Q3118325	Q16887380
Q3118325	Q7184903
Q3118325	Q246672
Q3118325	Q474328
Q3118325	Q2995644
Q3118325	Q488383
Q3118325	Q28813620
Q3118325	Q58415929
Q3118325	Q41796
Q3118325	Q35120
Q3118325	Q30241068
Q3118325	Q7048977
Q3118325	Q99527517
Q3118325	Q1786828
Q3118325	Q9380010
Q3118325	Q15916540
Q3118325	Q5371079
Q3118325	Q628523
Q3118325	Q183046
Q3118325	Q20817253
Q3118325	Q16877783
Q3118325	Q16889133
Q3118325	Q29651519
Q193078	Q193078
Q193078	Q481609
Q193078	Q2057971
Q193078	Q3249551
Q193078	Q47496130
Q193078	Q7189713
Q193078	Q1150070
Q193078	Q20937557
Q193078	Q67518978
Q193078	Q3505845
Q193078	Q1190554
Q193078	Q483247
Q193078	Q937228
Q193078	Q16887380
Q193078	Q35120
Q193078	Q188572
Q193078	Q26907166
Q193078	Q28813620
Q193078	Q42848
Q193078	Q2684591
Q193078	Q58415929
Q193078	Q99527517
Q193078	Q11028
Q193078	Q108163
Q193078	Q7184903
Q193078	Q246672
Q193078	Q474328
Q193078	Q41796
Q193078	Q488383
Q193078	Q7048977
Q193078	Q1786828
Q193078	Q9380010
Q193078	Q15916540
Q193078	Q5371079
Q193078	Q628523
Q193078	Q183046
Q193078	Q20817253
Q193078	Q16877783
Q193078	Q16889133
Q193078	Q29651519
Q109217482	Q109217482
Q109217482	Q1174599
Q109217482	Q2252077
Q109217482	Q5618454
Q109217482	Q124490
Q109217482	Q4026292
Q109217482	Q451967
Q109217482	Q896527
Q109217482	Q1520311
Q109217482	Q1456832
Q109217482	Q1914636
Q109217482	Q61788060
Q109217482	Q83267
Q109217482	Q1190554
Q109217482	Q26907166
Q109217482	Q3537603
Q109217482	Q6765918
Q109217482	Q20937557
Q109217482	Q3769299
Q109217482	Q567555
Q109217482	Q9332
Q109217482	Q16887380
Q109217482	Q58415929
Q109217482	Q104493
Q109217482	Q849149
Q109217482	Q28813620
Q109217482	Q35120
Q109217482	Q21170479
Q109217482	Q29896155
Q109217482	Q99527517
Q109217482	Q1207505
Q109217482	Q10862449
Q109217482	Q55091441
Q109217482	Q937228
Q109217482	Q36161
Q109217482	Q930933
Q109217482	Q2995644
Q109217482	Q217594
Q109217482	Q864377
Q109217482	Q5469988
Q109217482	Q7184903
Q109217482	Q30241068
Q109217482	Q246672
Q109217482	Q16889133
Q109217482	Q4393498
Q109217482	Q488383
Q109217482	Q7048977
Q109217482	Q16686448
Q625994	Q625994
Q625994	Q1656682
Q625994	Q2761147
Q625994	Q1190554
Q625994	Q26907166
Q625994	Q58415929
Q625994	Q35120
Q476807	Q476807
Q476807	Q645883
Q476807	Q1190554
Q476807	Q28972820
Q476807	Q26907166
Q476807	Q1150070
Q476807	Q3249551
Q476807	Q20937557
Q476807	Q67518978
Q476807	Q58415929
Q476807	Q16887380
Q476807	Q35120
Q476807	Q28813620
Q476807	Q99527517
Q678146	Q678146
Q678146	Q645883
Q678146	Q1190554
Q678146	Q28972820
Q678146	Q26907166
Q678146	Q1150070
Q678146	Q3249551
Q678146	Q20937557
Q678146	Q67518978
Q678146	Q58415929
Q678146	Q16887380
Q678146	Q35120
Q678146	Q28813620
Q678146	Q99527517
Q198	Q198
Q198	Q350604
Q198	Q1190554
Q198	Q1920219
Q198	Q180684
Q198	Q71266556
Q198	Q26907166
Q198	Q621184
Q198	Q839578
Q198	Q813912
Q198	Q58415929
Q198	Q61788060
Q198	Q3505845
Q198	Q609298
Q198	Q35120
Q198	Q1914636
Q198	Q3769299
Q198	Q52948
Q198	Q602884
Q198	Q921513
Q198	Q20937557
Q198	Q483247
Q198	Q937228
Q198	Q9332
Q198	Q4026292
Q198	Q188572
Q198	Q2990593
Q198	Q22294683
Q198	Q16887380
Q198	Q42848
Q198	Q2684591
Q198	Q2996394
Q198	Q28813620
Q198	Q22269697
Q198	Q11028
Q198	Q108163
Q198	Q3249551
Q198	Q13878858
Q198	Q64732777
Q198	Q99527517
Q198	Q7184903
Q198	Q246672
Q198	Q474328
Q198	Q1150070
Q198	Q67518978
Q198	Q41796
Q198	Q488383
Q198	Q7048977
Q198	Q1786828
Q198	Q9380010
Q198	Q15916540
Q198	Q5371079
Q198	Q628523
Q198	Q183046
Q198	Q20817253
Q198	Q16877783
Q198	Q16889133
Q198	Q29651519
Q1403016	Q1403016
Q1403016	Q17768966
Q1403016	Q110458263
Q1403016	Q451967
Q1403016	Q1190554
Q1403016	Q61788060
Q1403016	Q26907166
Q1403016	Q58415929
Q1403016	Q1914636
Q1403016	Q3769299
Q1403016	Q20937557
Q1403016	Q9332
Q1403016	Q35120
Q1403016	Q16887380
Q1403016	Q28813620
Q1403016	Q99527517
Q11483816	Q11483816
Q11483816	Q15275719
Q11483816	Q1656682
Q11483816	Q12044624
Q11483816	Q1190554
Q11483816	Q67518233
Q11483816	Q26907166
Q11483816	Q3249551
Q11483816	Q67518978
Q11483816	Q1150070
Q11483816	Q20937557
Q11483816	Q58415929
Q11483816	Q35120
Q11483816	Q16887380
Q11483816	Q28813620
Q11483816	Q99527517
Q1435575	Q1435575
Q1435575	Q7590
Q1435575	Q79782
Q1435575	Q14904806
Q1435575	Q451967
Q1435575	Q4284762
Q1435575	Q1150070
Q1435575	Q17320256
Q1435575	Q17988854
Q1435575	Q12552022
Q1435575	Q61788060
Q1435575	Q1190554
Q1435575	Q3074541
Q1435575	Q2996394
Q1435575	Q1293220
Q1435575	Q111752858
Q1435575	Q9332
Q1435575	Q1914636
Q1435575	Q26907166
Q1435575	Q16722960
Q1435575	Q3249551
Q1435575	Q13878858
Q1435575	Q64732777
Q1435575	Q3769299
Q1435575	Q20937557
Q1435575	Q67518978
Q1435575	Q35120
Q1435575	Q58415929
Q1435575	Q483247
Q1435575	Q188572
Q1435575	Q16887380
Q1435575	Q42848
Q1435575	Q2684591
Q1435575	Q28813620
Q1435575	Q11028
Q1435575	Q108163
Q1435575	Q99527517
Q1435575	Q7184903
Q1435575	Q246672
Q1435575	Q474328
Q1435575	Q41796
Q1435575	Q488383
Q1435575	Q7048977
Q1435575	Q1786828
Q1435575	Q9380010
Q1435575	Q15916540
Q1435575	Q5371079
Q1435575	Q628523
Q1435575	Q183046
Q1435575	Q20817253
Q1435575	Q16877783
Q1435575	Q16889133
Q1435575	Q29651519
Q4290	Q4290
Q4290	Q1369832
Q4290	Q3380760
Q4290	Q451967
Q4290	Q601401
Q4290	Q1166072
Q4290	Q61788060
Q4290	Q268592
Q4290	Q23009552
Q4290	Q7831917
Q4290	Q58778
Q4290	Q23009675
Q4290	Q1914636
Q4290	Q3769299
Q4290	Q6671777
Q4290	Q1190554
Q4290	Q20937557
Q4290	Q9332
Q4290	Q52948
Q4290	Q17988854
Q4290	Q4026292
Q4290	Q26907166
Q4290	Q99527517
Q4290	Q1150070
Q4290	Q16887380
Q4290	Q28813620
Q4290	Q58415929
Q4290	Q35120
Q7281	Q7281
Q7281	Q11024
Q7281	Q905726
Q7281	Q98144857
Q7281	Q921513
Q7281	Q6031064
Q7281	Q1307337
Q7281	Q18812548
Q7281	Q9332
Q7281	Q2990593
Q7281	Q22294683
Q7281	Q18603648
Q7281	Q52948
Q7281	Q23009552
Q7281	Q180684
Q7281	Q1190554
Q7281	Q1914636
Q7281	Q4026292
Q7281	Q839578
Q7281	Q26907166
Q7281	Q2996394
Q7281	Q813912
Q7281	Q1207505
Q7281	Q22269697
Q7281	Q23009675
Q7281	Q3505845
Q7281	Q609298
Q7281	Q937228
Q7281	Q20937557
Q7281	Q3249551
